,query,query_id,query_type,document,passage_sign_de,passage_sign_ce,input_id
4922,what sauce for cheese sticks,892304,ENTITY,"Noun. 1. lithosphere-the solid part of the earth consisting of the crust and outer mantle. geosphere. layer-a relatively thin sheetlike expanse or region lying over or under another.crust, Earth's crust-the outer layer of the Earth.. lithosphere-the solid part of the earth consisting of the crust and outer mantle. geosphere. layer-a relatively thin sheetlike expanse or region lying over or under another. crust, Earth's crust-the outer layer of the Earth.",0,,246
4923,what sauce for cheese sticks,892304,ENTITY,"Large firms use various corporate advertising techniques to enhance their image in order to improve their desirability as a supplier, employer, customer, borrower, etc. The image of Apple computer, for example, as a successful business has dimmed and brightened several times in the last 30 years.But its identity (conveyed by its name and multicolored bitten-off-apple logo) as an innovative and pathbreaking firm has survived almost intact during the same period.earby Terms. 1  corporate fiduc... 2  corporate finan... 3  corporate found... 4  corporate givin... 5  corporate gover... 6  corporate gover... 7  corporate hiera... 8  corporate ident... 9  corporate image. 10  corporate immun... 11  corporate incom... 12  corporate indic... 13  corporate indiv... 14  corporate insti... 15  corporate inver... 16  corporate inves... 17  corporate kit.",0,,246
4924,what sauce for cheese sticks,892304,ENTITY,"Endangered: 1  5 or fewer extant sites, or. 2  fewer than 1,000 individuals, or. 3  restricted to fewer than 4 U.S.G.S. 7 1/2 minute topographical maps, or.  species listed as endangered by the U. S. Department of Interior, as enumerated in the Code of Federal Regulations 50 CFR 17.11.",0,,246
4925,what sauce for cheese sticks,892304,ENTITY,"The Animalia Kingdom is a diverse group of organisms that share certain characteristics (we'll get to that shortly). Some members of this kingdom seem like they would fit in elsewhere, like sponges or coral. The Animalia Kingdom is the largest of all kingdoms with more than one million species!haracteristics of Animalia Kingdom. It's hard to imagine that a sponge attached to a rock and a lion are in the same kingdom, but they share certain characteristics that land them together. For instance, creatures in the Animalia Kingdom are: 1  Multicellular, which means that they are made up of more than one cell.",0,,246
4926,what sauce for cheese sticks,892304,ENTITY,"Thanatology is a section of Forensic Sciences. The biological study of death helps explain what happens, physically, to individuals in the moment of dying and after-death bodily changes, so that the events that took place at the time of death and post-mortem can be clarified.",0,,246
4927,what sauce for cheese sticks,892304,ENTITY,"The geosphere is considered that portion of the Earth system that includes the Earth's interior, rocks and minerals, landforms and the processes that shape the Earth's surface. The Earth itself (contrary to Christopher Columbus) is not a perfect sphere.he mantle makes up the largest volume of the Earth's interior. The region beneath the mantle is called the core, and consists of two parts, a liquid outer core that is around 2250 km thick and a solid inner core 1220 km thick.",0,,246
4928,what sauce for cheese sticks,892304,ENTITY,"1 Cut the mozzarella cheese into 12 sticks approximately 2 3/4 inches in length. 2  Dip the cheese sticks in the flour, then the egg mixture, then the cereal mixture. 3  Repeat dipping in the egg and cereal mixture to ensure a complete coating. 4  Arrange cheese sticks on the baking pan. 5  Allow the sticks to set for 30 minutes.",1,0.0,246
4929,what sauce for cheese sticks,892304,ENTITY,"1 Meanwhile, in 1-quart saucepan, heat pizza sauce over low heat until warm. 2  In small bowl, mix butter and garlic powder; brush over warm cheese sticks before removing from cookie sheet. 3  Serve warm with pizza sauce for dipping.",1,1.0,246
4930,what sauce for cheese sticks,892304,ENTITY,"conglomeration, gallimaufry, hodgepodge, jumble, medley, mÃ©mã, lange, miscellany, mishmash mixed, bag, mixture, olio, patchwork, potpourri, salmagundi. (Variety) slang grab. bag",0,,246
4931,what sauce for cheese sticks,892304,ENTITY,Find out how to qualify for a free copy of your Consumer Disclosure. Now available online. A Consumer Disclosure is a complete account of all the information on your credit report as mandated by consumer reporting legislation. A Consumer Disclosure does not include your TransUnion Credit Score.,0,,246
4932,what sauce for cheese sticks,892304,ENTITY,"Apple cider vinegar (also called cider vinegar) is made from fermented apple cider and has a faintly sweet apple flavor. Cane vinegar is based on the juice of sugarcane; it has a rich and mellow, slightly sweet flavor and golden color.Distilled white vinegar (or simply distilled vinegar) is exceedingly high in acetic acid and is very sour and rather harsh-tasting. It's often made from a grain-alcohol base.ane vinegar is based on the juice of sugarcane; it has a rich and mellow, slightly sweet flavor and golden color. Distilled white vinegar (or simply distilled vinegar) is exceedingly high in acetic acid and is very sour and rather harsh-tasting. It's often made from a grain-alcohol base.",0,,246
4933,what sauce for cheese sticks,892304,ENTITY,"Principal vs. Principle. 1  Sounding the same and being spelled very similarly, these two words are commonly confused in business writing. Keeping the two words straight will ensure that others clearly understand your work and the meaning is sound from a legal perspective.",0,,246
4934,what sauce for cheese sticks,892304,ENTITY,"Visit Pearl Harbor, the Arizona Memorial, and the highlights of Historic Honolulu City. Product Description. Experience the highlights of the #1 attraction on Oahu and see many other Honolulu landmarks while on the Pearl Harbor & Honolulu City Tour. If you have limited time on your vacation schedule or simply prefer a short trip to Pearl Harbor, this tour is a good fit.",0,,246
4935,what sauce for cheese sticks,892304,ENTITY,"Weegy: Does the reactivity of alkali metals increase as atomic mass increase? Alkali metals react by losing the single electron that is in their outer shell. [ For higher atomic numbers, that shell is farther from the positively-charged nucleus, so electric force on the electron is less.",0,,246
4936,what sauce for cheese sticks,892304,ENTITY,"Making the world better, one answer at a time. Stanislao Cannizzaro, an Italian chemist who worked with Dmitri, inspired Dmitri Mendeleev to come up with his creative ideas. Atomic Weight also inspired Mendeleev.",0,,246
4937,what sauce for cheese sticks,892304,ENTITY,"Temporary Forensic DNA Analyst. Interested applicants are encouraged to apply for the temporary position of Forensic DNA Analyst. Extract and analyze DNA using forensic DNA kits, a 3130 Gentic... 16 days ago-save job-email-more...1  View all Boise State University jobs in Boise, ID-Boise jobs.emporary Forensic DNA Analyst. Interested applicants are encouraged to apply for the temporary position of Forensic DNA Analyst. Extract and analyze DNA using forensic DNA kits, a 3130 Gentic... 16 days ago-save job-email-more...",0,,246
